-5,3765418	-2,4542328
-5,0258602	-2,052776
-1,9163723	6,8910703
-5,7860286	-2,2015817
-2,6205477	6,4215373
-5,7570685	-3,1657976
-4,4504068	-1,9510436
-4,4195426	-2,4329105
-5,858306	-1,5111589
-5,0967333	-2,3594221
4,7041356	7,4050003
-4,8621519	-1,8752389
-4,6575232	-2,9683543
-5,7567711	-2,8396429
-5,9363639	-2,9480042
-5,288039	-2,4189616
-5,5251752	-2,5660556
4,1686573	8,3529332
-2,1391426	6,5506014
-6,2089327	-3,0453085
-5,6641607	-2,9609584
-5,7859314	-2,2800037
-2,3677955	6,8457125
-3,9361681	-1,7646146
-2,3347271	6,4065866
-2,576155	6,8279873
-5,1391076	-3,1334017
4,5521163	8,1538738
-4,5202646	-2,1143707
-4,492385	-2,7223892
-5,6650648	-2,5386301
-4,9442933	-3,3525387
-4,8143987	-3,2254831
-5,8897699	-2,2340604
-4,8384867	-2,885712
-6,1662637	-2,7441249
-6,5940905	-2,9787857
-5,5528678	-3,0445959
-6,4745699	-2,3774777
-4,9958386	-2,3801767
4,1984928	7,6941954
-4,6804542	-1,8780424
-2,3606009	6,7530098
-2,2819162	6,554952
-6,2741547	-2,4670743
-5,8297948	-2,7415088
-5,1914958	-2,5339345
-5,6725187	-2,3825231
-5,0284802	-2,8685604
-4,3288623	-2,319411
-2,1995012	6,5975189
-2,5536746	6,3977398
-5,29544	-2,8252522
-2,0807529	6,067286
4,1689101	7,1281566
-2,7428677	6,0700887
-2,2466051	6,3523463
-6,7110497	-2,4962959
-5,1756683	-2,7945993
-2,7611988	6,5983866
-4,8964956	-1,8164368
4,6334804	8,0346936
-2,2812594	6,8764654
-5,113907	-2,5775213
-4,5105403	-2,5401112
-5,8165564	-3,1512357
-2,7259695	6,5180453
4,8639092	8,1037
-2,5390854	6,7563462
-5,7357876	-2,3553965
-4,3066007	-1,4641934
4,2816807	7,4563569
4,4539349	7,4285593
-5,6380923	-2,8306758
-4,9212531	-3,0214319
-5,1894795	-2,2926227
-5,2186015	-2,9152209
-2,3859886	6,8176664
4,6078812	8,5439525
-5,8009136	-2,3811392
-4,5897285	-1,9462324
-4,4268245	-3,0135666
-5,2532544	-3,5144594
-5,756418	-2,2726016
4,626079	8,022906
-1,9658331	5,9876252
-2,4142487	6,970746
4,1840998	7,610628
-2,4386959	6,3667674
4,4415898	8,0441203
-2,5385571	6,3117679
-2,7180659	6,5662246
-2,3636355	6,7154398
-4,5961513	-2,1260707
-5,5040231	-2,804266
-5,2220999	-1,6245701
-5,5025431	-2,4601572
-5,2942659	-3,0915511
-5,9123537	-1,9218156
4,5726669	7,740704
-2,465286	6,5046264
-6,170506	-2,9881212
-5,1606026	-2,8092374
-5,3247707	-1,9871189
-1,57945	6,198779
4,1271103	7,3936783
