6,3918915	25,2323308
7,5494871	24,3255385
7,1667674	23,6646809
6,414916	24,0941807
7,92079	25,4137771
5,0506804	5,9333985
6,2946277	24,7691987
2,2448398	5,3374991
7,1181987	24,139466
7,1645401	24,2154981
6,6708504	25,018565
6,5735013	24,104812
8,0825256	24,611653
7,4621286	24,2459144
8,2359227	24,9551987
7,9139726	24,2453698
7,7966524	25,0805121
3,5877178	5,7804079
6,1924755	24,5201973
6,1995485	24,3816196
6,6261391	24,3548542
3,4013043	6,2653672
4,3971738	6,1216858
3,1549854	5,3439332
7,3146141	24,2777013
3,4289533	5,6260837
3,4807804	6,1488583
6,2054336	25,1220759
5,9963794	23,9348832
6,3719152	24,9840466
3,5097103	6,014841
3,7529425	5,6992383
6,8660708	24,200204
7,0346514	25,1727956
5,4821266	24,8907208
3,7158961	6,9167501
3,0391305	6,1682205
4,053243	5,9419549
6,2779778	24,3733712
6,7406142	24,086175
7,170354	24,6747749
6,775289	24,3283303
6,2161882	23,8344478
5,6914966	24,4821592
7,7020906	24,1568313
6,9704481	23,9941063
4,7433857	5,8454105
3,6451321	5,7337006
3,9244502	6,6334841
6,2356442	24,4215931
7,8870529	24,6309741
3,4212156	6,1948795
2,9151841	6,331892
7,0280426	25,0973233
7,3586591	24,071336
3,9179242	6,297097
7,5342662	23,6653007
7,6256354	24,2677154
6,3062088	24,5839042
3,7212099	5,7671701
6,3809491	24,3031921
5,964806	24,8941054
3,8680285	5,5001382
6,1216231	24,3631555
3,7722361	6,0837117
6,1865611	24,7378619
3,7579026	6,5500141
7,7515684	24,3950055
3,313396	6,7214321
7,9599056	24,5118444
6,6281304	24,120751
3,6828746	4,7652976
7,2370843	24,0711469
6,4479844	24,7128815
2,4939212	5,8397721
6,7955445	24,6549078
6,2456809	23,7130349
5,3070723	24,7928161
4,7787497	5,6807694
6,7311784	24,1465388
6,6364791	24,1624694
3,6080992	5,9720495
3,9767389	5,5735942
6,4228743	24,189433
6,4843921	24,9726446
4,7069211	5,8125625
7,3475612	24,9699403
8,4355535	24,9222056
5,6338978	24,8332277
6,4230438	24,3101514
7,5569479	24,8202995
3,3198595	5,4578984
4,9193029	6,719343
7,4227509	24,5497715
7,3009613	24,9095205
8,1514494	24,538922
7,9470152	24,1899496
3,8562043	6,6280736
4,6332064	6,0025698
7,2298094	23,7690379
3,7826024	6,3197314
7,2852243	24,3304758
6,4158903	24,7024941
6,6163748	24,0214768
5,0999447	25,0587589
3,7865007	5,0617006
6,5626049	25,2184755
4,2497323	6,363267
3,6449213	6,5612791
6,7665275	24,402615
6,8793285	24,8911441
5,7013547	5,5318723
4,5308815	5,5611236
5,675636	24,1744378
6,9648448	24,1267033
6,0335335	24,2177355
6,9442294	24,6889751
3,8579215	6,0831345
6,4491085	24,9476898
8,1144236	24,6847338
7,1306738	24,7971142
6,0489966	23,831342
6,3453096	24,2257163
2,7290128	6,2533105
6,5688176	24,8208433
7,3166978	24,046814
8,1030258	23,8752802
8,4977078	25,5445006
4,2295525	6,1515774
6,9348176	25,3875612
3,5005046	4,914181
7,8383339	23,8660828
5,2527368	5,0742983
7,8386736	24,6430652
6,5552351	24,3558268
6,7072489	24,9508864
3,8741688	6,0987255
3,3040139	6,2143845
4,7031	6,5431756
3,3279774	5,8074507
3,1350285	6,6324257
7,4602817	24,3240744
4,2603059	6,0647655
4,3308408	6,0359183
3,925789	5,607864
7,2550124	24,363726
7,5189767	24,2602258
8,1813056	24,3077429
8,6112127	24,129052
6,128773	24,3325814
6,5230689	23,8019663
7,6036163	24,6309345
4,4687332	5,5551197
5,8060062	25,295928
3,0445518	6,082072
5,9266533	25,2002035
7,2735483	24,2517916
4,3337913	6,3511805
6,4413652	24,2182237
7,8216909	23,3268976
2,9904781	5,8067662
7,5363255	23,9995336
3,6912098	6,1225659
3,2988555	5,3514835
6,7105531	24,3068315
6,1030717	25,2607945
3,6873655	6,1951863
6,4802864	24,4272776
4,0152935	5,5563466
4,502492	5,6587155
6,5960083	24,3459854
7,4741921	24,6882091
3,9629772	5,9595044
6,8165099	24,5665558
4,0400744	5,4578902
6,0501782	25,3011532
3,1454717	6,3294319
6,9915444	25,1041802
8,3888962	25,0914426
7,5058544	24,4470221
4,787632	6,0125428
3,7363341	6,2795867
6,35687	24,1368728
7,0192762	25,0801259
7,3084008	24,2585244
6,5767326	24,9652086
7,4437216	24,8519397
7,9734101	24,5288721
6,4307942	24,0521631
3,4741494	5,5390266
7,4340704	24,7910062
6,5089751	25,0480641
4,0869775	5,6820352
4,4898702	6,3695919
7,0553268	24,807584
7,2743441	25,0196906
6,6476876	24,326242
6,0311944	24,2074528
4,6765345	7,1764246
6,1754145	24,6740919
6,6254358	24,935574
6,4051534	24,8807465
3,2112534	5,316903
